title,url,video_id,upload_date,duration,duration_seconds,view_count,like_count,description,tags,category,uploader,channel_id,transcript
2024-02-02 Slack Scheduling,https://www.youtube.com/watch?v=qJ5EtxDISlA,qJ5EtxDISlA,2025-01-30,08:57,537,71,0,Slack scheduling!  Deliver those beautiful Omni dashboards to where your company lives (we already have 4-5 running internally),,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-09 Better Join Modal in the UI,https://www.youtube.com/watch?v=loc6FLwc33U,loc6FLwc33U,2025-01-30,01:27,87,8,0,Improvements to the join modal for new schemas that allow joins to any table from the UI,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-09 Content Validator + Clickhouse,https://www.youtube.com/watch?v=f_weEDp31zc,f_weEDp31zc,2025-01-30,03:30,210,42,0,"The launch of content validation to update Omni dashboards when database migrations inevitably happen beneath.

And a preview of our new Clickhouse dialect support.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-09 Filtered Embed URL Generator,https://www.youtube.com/watch?v=Zwu8xBMPGCA,Zwu8xBMPGCA,2025-01-30,01:55,115,10,0,Dynamic embed URL construction with filters,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-02 Single Record Config,https://www.youtube.com/watch?v=NXj7iopDxbw,NXj7iopDxbw,2025-01-30,01:28,88,13,0,More configuration for single record visualizations.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
20240-02-02 Content Foldering,https://www.youtube.com/watch?v=B29l43aTbEs,B29l43aTbEs,2025-01-30,10:25,625,17,0,Foldering (personal and shared) for dashboards and workbooks - continuing to make the most robust sharing system for dashboards of any BI app,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-09 Spreadsheet Calcs Over Pivots,https://www.youtube.com/watch?v=5stlW2p2Dnw,5stlW2p2Dnw,2025-01-30,01:05,65,20,0,New functionality for spreadsheet calculations over pivoted data (think cohorts) - opening up lots more multi-dimensional querying,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-02 Omni Usage Analytics GA (with SSO),https://www.youtube.com/watch?v=4F-LjzoIQ40,4F-LjzoIQ40,2025-01-30,01:41,101,26,0,Omni usage analytics for everyone - launching analytics to every Omni admin,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-09 Website Beautification,https://www.youtube.com/watch?v=CxShpurNtog,CxShpurNtog,2025-01-30,03:46,226,20,0,"Lots of beautification of the Omni website, especially for release notes and these demo videos",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-16 More Spreadsheet Calculations,https://www.youtube.com/watch?v=sKc3mJxdL24,sKc3mJxdL24,2025-01-30,02:56,176,25,0,More calculations (based on watching what folks are trying to do in Omni!),,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-16 Draggable Dashboard Filter Layouts,https://www.youtube.com/watch?v=iSOxxzveEak,iSOxxzveEak,2025-01-30,00:56,56,22,0,Draggable filter layouts - simple resorting and arrangement for dashboard filters,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-16 Better Model History + Join Modal Search Polish,https://www.youtube.com/watch?v=SNiOkHcWR0Y,SNiOkHcWR0Y,2025-01-30,01:06,66,15,0,Improvements to the model history experience in-app and the front-end join modal search,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
202-02-16 Git,https://www.youtube.com/watch?v=NWeShGrV0MQ,NWeShGrV0MQ,2025-01-30,05:22,322,90,1,"Git workflows in the data model.  Our in-app versioning is great for quick fixes, but for more robust workflows and backups, git has become the standard.  Now you get both in Omni.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-16 Ability to Pass Filters in iFrames,https://www.youtube.com/watch?v=NT3FGfdp2s4,NT3FGfdp2s4,2025-01-30,01:35,95,35,0,"Ability to pass filters in iframes - want to share drilling and filter experiences in the embedded context, now you can",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-16 Dashboard Filters for Parsed SQL,https://www.youtube.com/watch?v=KhiVvXKdiq4,KhiVvXKdiq4,2025-01-30,00:57,57,18,0,Filter mapping to parsed SQL - no more restrictions on the dashboard filter experience when Omni understands the SQL,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-16 Dashboard CSS,https://www.youtube.com/watch?v=IOSW_2XX3b4,IOSW_2XX3b4,2025-01-30,07:14,434,243,1,Complete embedded dashboard styling.  Complete CSS control for the full dashboard experience.  The visual controls are nearly limitless.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-09 Column Resizing,https://www.youtube.com/watch?v=9s1B0GNFwzg,9s1B0GNFwzg,2025-01-30,00:38,38,6,0,"Column resizing in the data tables, the first step in a series of huge improvements on the data table",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-09 Dashboard Styling Control Designs,https://www.youtube.com/watch?v=1J4oWKQGIlQ,1J4oWKQGIlQ,2025-01-30,01:47,107,66,0,Some beautiful new designs for deepening the CSS and visual control for dashboards in the app.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-23 Better Model History,https://www.youtube.com/watch?v=zMcpYWVfPrM,zMcpYWVfPrM,2025-01-30,03:10,190,20,0,Better model history - now you can view shared model changes alongside workbook model changes for a complete understanding of the changes to a given model.  Additionally you can now explicit compare across two versions to understand a bunch of changes at once.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-23 Period-Over-Period,https://www.youtube.com/watch?v=wWIylHP3CH0,wWIylHP3CH0,2025-01-30,14:05,845,160,1,Better model history - now you can view shared model changes alongside workbook model changes for a complete understanding of the changes to a given model.  Additionally you can now explicit compare across two versions to understand a bunch of changes at once.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-23 Content Organization,https://www.youtube.com/watch?v=ZPGf3HDkdqM,ZPGf3HDkdqM,2025-01-30,04:15,255,11,0,More polish on the slowly-rolling-out content organization experience - explaining permissions across folders and individual items,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-23 Ridiculously Fast Embedded Dashboards,https://www.youtube.com/watch?v=WoP5BOA4q0I,WoP5BOA4q0I,2025-01-30,04:53,293,74,0,Ridiculously fast embedded dashboard tabbing.  Why doesn't all embedded content work this way?,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-16 Better JSON Parsing,https://www.youtube.com/watch?v=WHLAKw3GAkA,WHLAKw3GAkA,2025-01-30,00:53,53,13,0,"Better UX for our JSON parsing, especially around multi-select",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-23 CalcsAI Timezone Function,https://www.youtube.com/watch?v=Vw-SiJ_e0GU,Vw-SiJ_e0GU,2025-01-30,04:52,292,9,0,A quick demo of CalcsAI for mapping states to timezones - magical!,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-23 Spreadsheet Calculation Pushdown,https://www.youtube.com/watch?v=SSblUgIvteo,SSblUgIvteo,2025-01-30,02:57,177,19,0,The launch of spreadsheet calculation pushdown.  Now any of your one-off IF statements or CONCATs can be one-off no more.  Optional pushdown for relevant spreadsheet work.  Everyone can model now!,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-23 Seamless Dashboard Refreshing,https://www.youtube.com/watch?v=MjMWVubsNEo,MjMWVubsNEo,2025-01-30,02:41,161,18,0,"Seamless dashboard refreshing - no more blank pages, we'll keep the visualizations nicely in place as we reload underneath.  Plus some bonus work on creating filters with the full field picker.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-23 Dynamic Field Names (Linked to Filters),https://www.youtube.com/watch?v=Ktln40fiVRQ,Ktln40fiVRQ,2025-01-30,04:16,256,20,0,"Dynamic field names - when fields get attached to templated filters, naming can get messy.  Now they can be wired together to make the experience feel more composed.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-02-23 Table Layouts (Column Widths),https://www.youtube.com/watch?v=KR7b0Va4ncM,KR7b0Va4ncM,2025-01-30,03:59,239,13,0,Some in-progress work on table layout controls - fixed width columns and width controls,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-03-01 Percentiles,https://www.youtube.com/watch?v=tNE8FwLeU5s,tNE8FwLeU5s,2025-01-30,03:18,198,33,0,The introduction of percentile measures for when median isn't good enough.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-03-01 SCIM,https://www.youtube.com/watch?v=gOqmU0HGMJA,gOqmU0HGMJA,2025-01-30,03:41,221,34,0,"Chris shows off configuration of Omni permissions via SCIM, so that user management can be deferred to the authentication provider and absorbed by Omni dynamically.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-03-01 Connection Refresh Error Improvements,https://www.youtube.com/watch?v=ZCzh6FzFvvQ,ZCzh6FzFvvQ,2025-01-30,02:23,143,7,0,Better handling of connection testing and refreshing to make sure we're sharing better warnings and clear notes on the dbt connection as well.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-03-08 Dynamic SQL Templating,https://www.youtube.com/watch?v=Qg4anAPqPus,Qg4anAPqPus,2025-01-30,03:36,216,44,0,Templated SQL for ad hoc use cases where users may want to map raw SQL to filter blocks.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-03-01 Scheduler Notifications,https://www.youtube.com/watch?v=ChXgr7whZ3I,ChXgr7whZ3I,2025-01-30,01:08,68,18,0,"Some UX polish to make it clear when editing whether content is scheduled out, avoiding any unexpected impact.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-03-08 Period-Over-Period,https://www.youtube.com/watch?v=8u8HSolgZ1U,8u8HSolgZ1U,2025-01-30,03:27,207,106,0,"More period-over-period work, this time polishing the front-end user experience to select dynamic time offsets.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
"2024-03-01 Better Tables - Alignment, Row Numbers, Canvas Testing",https://www.youtube.com/watch?v=3esl15jWW8M,3esl15jWW8M,2025-01-30,03:06,186,23,0,"Continued work to make the table experience first-class.  The introduction of controls for showing row numbers, alignment of text (left, right, center), and some early exploration into a more scalable, faster rendering framework.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-03-01 Simpler Dashboard Permissions,https://www.youtube.com/watch?v=2DXl82hOMiM,2DXl82hOMiM,2025-01-30,01:55,115,20,0,"With the introduction of folder permissions alongside content permissions, users can receive access to dashboards in a variety of ways.  This work simplifies the understand of who can see what and makes it clear whether folders or dashboard-specific permissions are enabling a given user.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
"2024-03-08  In-App Helpers (Empty Schemas, Slack API Downtime, New Topics)",https://www.youtube.com/watch?v=-BGnNXF0Ft8,-BGnNXF0Ft8,2025-01-30,01:57,117,12,0,"Lots of helper text to get you unstuck (schema permissions blocking data to Omni, Slack downtime, creating new topics, etc).",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-03-01 Design Polish: Jump to Definition in IDE and Join Modal Search,https://www.youtube.com/watch?v=zWlx7gVW3AE,zWlx7gVW3AE,2025-01-30,02:18,138,25,0,Always brushing up the little things - now jump to definition in the IDE properly scrolls to the desired location.  Also introducing field search in the front-end join modal for faster table mapping.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024 -03-15 Auto-Scaling Infrastructure,https://www.youtube.com/watch?v=t-DvCuBrOro,t-DvCuBrOro,2025-01-30,02:08,128,20,0,More work to allow auto-scaling for Omni's infrastructure.  This is ensure maximum performance for even the heaviest workloads.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-03-08 Design Polish (Totals and Dashboard Filters),https://www.youtube.com/watch?v=sYyBqYpNRLw,sYyBqYpNRLw,2025-01-30,01:49,109,22,0,Polish throughout the app for understanding totals (ungrouped aggregates) and dashboard filter mapping (no more long lists),,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-03-15 Query Throttling,https://www.youtube.com/watch?v=i2H_Lgzde4s,i2H_Lgzde4s,2025-01-30,02:02,122,14,0,Lots of work on keeping query pipelines sustainable.  Here we demo some work to open up controls for user and organizational level query throttling to ensure the database isn't over-exercised.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-03-15 Text() Formulas,https://www.youtube.com/watch?v=Gt8Ed_s3HIQ,Gt8Ed_s3HIQ,2025-01-30,01:50,110,8,0,"Bringing all the goodness of formatting in the formula to Omni, now the TEXT() function is available.  Often useful when concatenating formatted data and text in a cell.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
